id;period;day;month;year;weekday
774;A NOITE;7;6;1982;monday
775;A NOITE;7;6;2010;monday
776;A NOITE;7;7;2014;monday
777;A NOITE;7;8;1989;monday
778;A NOITE;7;8;2017;monday
779;A NOITE;7;9;2015;monday
780;A NOITE;7;10;2013;monday
781;A NOITE;7;11;2011;monday
782;A NOITE;7;11;2016;monday
783;A NOITE;7;12;2015;monday
784;A NOITE;8;1;2018;monday
785;A NOITE;8;2;1019;monday
786;A NOITE;8;2;2010;monday
787;A NOITE;8;2;2016;monday
788;A NOITE;8;3;1993;monday
789;A NOITE;8;3;2010;monday
790;A NOITE;8;4;1985;monday
791;A NOITE;8;4;2013;monday
792;A NOITE;8;4;2019;monday
793;A NOITE;8;5;1995;monday
794;A NOITE;8;5;2006;monday
795;A NOITE;8;5;2017;monday
796;A NOITE;8;6;1987;monday
797;A NOITE;8;6;1998;monday
798;A NOITE;8;6;2015;monday
799;A NOITE;8;7;2013;monday
800;A NOITE;8;7;2019;monday
801;A NOITE;8;8;2011;monday
802;A NOITE;8;8;2016;monday
803;A NOITE;8;9;2014;monday
804;A NOITE;8;10;2012;monday
805;A NOITE;8;10;2018;monday
806;A NOITE;8;12;2014;monday
807;A NOITE;9;1;2012;monday
808;A NOITE;9;1;2017;monday
809;A NOITE;9;2;2015;monday
810;A NOITE;9;3;2015;monday
811;A NOITE;9;4;2001;monday
812;A NOITE;9;4;2012;monday
813;A NOITE;9;4;2018;monday
814;A NOITE;9;5;2011;monday
815;A NOITE;9;5;2016;monday
816;A NOITE;9;6;2014;monday
817;A NOITE;9;7;2012;monday
818;A NOITE;9;7;2018;monday
819;A NOITE;9;8;2010;monday
820;A NOITE;9;9;2013;monday
821;A NOITE;9;10;2017;monday
822;A NOITE;9;11;2009;monday
823;A NOITE;9;11;2015;monday
824;A NOITE;9;12;2013;monday
825;A NOITE;10;1;2011;monday
826;A NOITE;10;2;2014;monday
827;A NOITE;10;3;2003;monday
828;A NOITE;10;3;2008;monday
829;A NOITE;10;3;2014;monday
830;A NOITE;10;4;2006;monday
831;A NOITE;10;4;2017;monday
832;A NOITE;10;5;2010;monday
833;A NOITE;10;6;1996;monday
834;A NOITE;10;6;2013;monday
835;A NOITE;10;6;2019;monday
836;A NOITE;10;7;2017;monday
837;A NOITE;10;8;2015;monday
838;A NOITE;10;9;2012;monday
839;A NOITE;10;9;2018;monday
840;A NOITE;10;10;2011;monday
841;A NOITE;10;10;2016;monday
842;A NOITE;10;11;2014;monday
843;A NOITE;10;12;2012;monday
844;A NOITE;10;12;2018;monday
845;A NOITE;11;1;2010;monday
846;A NOITE;11;1;2016;monday
847;A NOITE;11;2;1980;monday
848;A NOITE;11;2;1985;monday
849;A NOITE;11;2;2013;monday
850;A NOITE;11;2;2019;monday
851;A NOITE;11;3;2013;monday
852;A NOITE;11;3;2019;monday
853;A NOITE;11;4;2005;monday
854;A NOITE;11;4;2011;monday
855;A NOITE;11;4;2016;monday
856;A NOITE;11;5;2015;monday
857;A NOITE;11;6;2001;monday
858;A NOITE;11;6;2012;monday
859;A NOITE;11;6;2018;monday
860;A NOITE;11;7;2011;monday
861;A NOITE;11;7;2016;monday
862;A NOITE;11;8;1986;monday
863;A NOITE;11;8;2014;monday
864;A NOITE;11;9;2017;monday
865;A NOITE;11;10;2010;monday
866;A NOITE;11;11;1991;monday
867;A NOITE;11;11;2013;monday
868;A NOITE;11;12;1995;monday
869;A NOITE;11;12;2017;monday
870;A NOITE;12;1;2015;monday
871;A NOITE;12;2;2001;monday
872;A NOITE;12;2;2018;monday
873;A NOITE;12;3;1990;monday
874;A NOITE;12;3;2001;monday
875;A NOITE;12;3;2012;monday
876;A NOITE;12;3;2018;monday
877;A NOITE;12;4;2010;monday
878;A NOITE;12;5;2014;monday
879;A NOITE;12;6;2017;monday
880;A NOITE;12;7;2010;monday
881;A NOITE;12;8;2002;monday
882;A NOITE;12;8;2013;monday
883;A NOITE;12;9;2011;monday
884;A NOITE;12;9;2016;monday
885;A NOITE;12;10;2015;monday
886;A NOITE;12;11;2012;monday
887;A NOITE;12;11;2018;monday
888;A NOITE;12;12;2011;monday
889;A NOITE;12;12;2016;monday
890;A NOITE;13;1;2014;monday
891;A NOITE;13;2;2012;monday
892;A NOITE;13;2;2017;monday
893;A NOITE;13;3;2017;monday
894;A NOITE;13;4;2015;monday
895;A NOITE;13;5;2013;monday
896;A NOITE;13;5;2019;monday
897;A NOITE;13;6;2011;monday
898;A NOITE;13;6;2016;monday
899;A NOITE;13;7;1981;monday
900;A NOITE;13;7;2015;monday
901;A NOITE;13;8;2001;monday
902;A NOITE;13;8;2012;monday
903;A NOITE;13;8;2018;monday
904;A NOITE;13;10;1997;monday
905;A NOITE;13;10;2014;monday
906;A NOITE;13;11;2006;monday
907;A NOITE;13;11;2017;monday
908;A NOITE;13;12;2010;monday
909;A NOITE;14;1;2013;monday
910;A NOITE;14;1;2019;monday
911;A NOITE;14;2;2011;monday
912;A NOITE;14;3;2011;monday
913;A NOITE;14;3;2016;monday
914;A NOITE;14;4;2014;monday
915;A NOITE;14;5;2001;monday
916;A NOITE;14;5;2012;monday
917;A NOITE;14;5;2018;monday
918;A NOITE;14;7;1980;monday
919;A NOITE;14;7;2014;monday
920;A NOITE;14;8;2006;monday
921;A NOITE;14;8;2017;monday
922;A NOITE;14;9;2009;monday
923;A NOITE;14;9;2015;monday
924;A NOITE;14;10;2013;monday
925;A NOITE;14;11;1977;monday
926;A NOITE;14;11;2011;monday
927;A NOITE;14;11;2016;monday
928;A NOITE;14;12;1987;monday
929;A NOITE;14;12;2015;monday
930;A NOITE;15;1;2018;monday
931;A NOITE;15;2;1993;monday
932;A NOITE;15;2;2010;monday
933;A NOITE;15;2;2016;monday
934;A NOITE;15;3;2010;monday
935;A NOITE;15;4;2013;monday
936;A NOITE;15;4;2019;monday
937;A NOITE;15;5;2017;monday
938;A NOITE;15;6;1992;monday
939;A NOITE;15;6;2015;monday
940;A NOITE;15;7;1963;monday
941;A NOITE;15;7;2013;monday
942;A NOITE;15;7;2019;monday
943;A NOITE;15;8;2011;monday
944;A NOITE;15;8;2016;monday
945;A NOITE;15;9;2014;monday
946;A NOITE;15;10;2012;monday
947;A NOITE;15;10;2018;monday
948;A NOITE;15;11;2010;monday
949;A NOITE;15;12;2014;monday
950;A NOITE;16;1;2012;monday
951;A NOITE;16;1;2017;monday
952;A NOITE;16;2;2015;monday
953;A NOITE;16;3;2015;monday
954;A NOITE;16;4;2001;monday
955;A NOITE;16;4;2012;monday
956;A NOITE;16;4;2018;monday
957;A NOITE;16;5;2011;monday
958;A NOITE;16;5;2016;monday
959;A NOITE;16;6;2014;monday
960;A NOITE;16;7;2012;monday
961;A NOITE;16;7;2018;monday
962;A NOITE;16;8;2010;monday
963;A NOITE;16;9;2013;monday
964;A NOITE;16;10;2017;monday
965;A NOITE;16;11;2015;monday
966;A NOITE;16;12;1996;monday
967;A NOITE;16;12;2013;monday
968;A NOITE;17;1;2011;monday
969;A NOITE;17;2;2014;monday
970;A NOITE;17;3;2014;monday
971;A NOITE;17;4;2006;monday
972;A NOITE;17;4;2017;monday
973;A NOITE;17;5;1965;monday
974;A NOITE;17;5;2010;monday
975;A NOITE;17;6;2013;monday
976;A NOITE;17;6;2019;monday
977;A NOITE;17;7;2017;monday
978;A NOITE;17;8;2015;monday
979;A NOITE;17;9;1984;monday
980;A NOITE;17;9;2012;monday
981;A NOITE;17;9;2018;monday
982;A NOITE;17;10;2011;monday
983;A NOITE;17;10;2016;monday
984;A NOITE;17;11;2008;monday
985;A NOITE;17;11;2014;monday
986;A NOITE;17;12;2012;monday
987;A NOITE;17;12;2018;monday
988;A NOITE;18;1;1988;monday
989;A NOITE;18;1;2010;monday
990;A NOITE;18;1;2016;monday
991;A NOITE;18;2;2013;monday
992;A NOITE;18;2;2019;monday
993;A NOITE;18;3;2013;monday
994;A NOITE;18;3;2019;monday
995;A NOITE;18;4;1960;monday
996;A NOITE;18;4;2011;monday
997;A NOITE;18;4;2016;monday
998;A NOITE;18;5;2015;monday
999;A NOITE;18;6;2012;monday
1000;A NOITE;18;6;2018;monday
1001;A NOITE;18;7;2011;monday
1002;A NOITE;18;7;2016;monday
1003;A NOITE;18;8;2014;monday
1004;A NOITE;18;9;2017;monday
1005;A NOITE;18;10;1982;monday
1006;A NOITE;18;10;2010;monday
1007;A NOITE;18;11;1985;monday
1008;A NOITE;18;11;1991;monday
1009;A NOITE;18;11;2013;monday
1010;A NOITE;18;12;2017;monday
1011;A NOITE;19;1;2015;monday
1012;A NOITE;19;2;1990;monday
1013;A NOITE;19;2;2018;monday
1014;A NOITE;19;3;2007;monday
1015;A NOITE;19;3;2012;monday
1016;A NOITE;19;3;2018;monday
1017;A NOITE;19;4;1976;monday
1018;A NOITE;19;4;2010;monday
1019;A NOITE;19;5;1997;monday
1020;A NOITE;19;5;2008;monday
1021;A NOITE;19;5;2014;monday
1022;A NOITE;19;6;2017;monday
1023;A NOITE;19;7;2010;monday
1024;A NOITE;19;8;2013;monday
1025;A NOITE;19;9;2011;monday
1026;A NOITE;19;9;2016;monday
1027;A NOITE;19;10;1992;monday
1028;A NOITE;19;10;2015;monday
1029;A NOITE;19;11;2001;monday
1030;A NOITE;19;11;2012;monday
1031;A NOITE;19;11;2018;monday
1032;A NOITE;19;12;2011;monday
1033;A NOITE;19;12;2016;monday
1034;A NOITE;20;1;2003;monday
1035;A NOITE;20;1;2014;monday
1036;A NOITE;20;2;2012;monday
1037;A NOITE;20;2;2017;monday
1038;A NOITE;20;3;2017;monday
1039;A NOITE;20;4;1998;monday
1040;A NOITE;20;4;2015;monday
1041;A NOITE;20;5;2002;monday
1042;A NOITE;20;5;2013;monday
1043;A NOITE;20;5;2019;monday
1044;A NOITE;20;6;2011;monday
1045;A NOITE;20;6;2016;monday
1046;A NOITE;20;7;2015;monday
1047;A NOITE;20;8;2001;monday
1048;A NOITE;20;8;2012;monday
1049;A NOITE;20;8;2018;monday
1050;A NOITE;20;9;2010;monday
1051;A NOITE;20;10;2014;monday
1052;A NOITE;20;11;2017;monday
1053;A NOITE;20;12;2010;monday
1054;A NOITE;21;1;2013;monday
1055;A NOITE;21;1;2019;monday
1056;A NOITE;21;2;2011;monday
1057;A NOITE;21;3;2011;monday
1058;A NOITE;21;3;2016;monday
1059;A NOITE;21;4;2003;monday
1060;A NOITE;21;4;2014;monday
1061;A NOITE;21;5;2012;monday
1062;A NOITE;21;5;2018;monday
1063;A NOITE;21;6;2010;monday
1064;A NOITE;21;7;2014;monday
1065;A NOITE;21;8;2017;monday
1066;A NOITE;21;9;1992;monday
1067;A NOITE;21;9;2015;monday
1068;A NOITE;21;10;2013;monday
1069;A NOITE;21;11;2011;monday
1070;A NOITE;21;11;2016;monday
1071;A NOITE;21;12;2009;monday
1072;A NOITE;21;12;2015;monday
1073;A NOITE;22;1;2018;monday
1074;A NOITE;22;2;2016;monday
1075;A NOITE;22;3;2010;monday
1076;A NOITE;22;4;1991;monday
1077;A NOITE;22;4;2013;monday
1078;A NOITE;22;4;2019;monday
1079;A NOITE;22;5;2017;monday
1080;A NOITE;22;6;2015;monday
1081;A NOITE;22;7;2013;monday
1082;A NOITE;22;7;2019;monday
1083;A NOITE;22;8;1994;monday
1084;A NOITE;22;8;2011;monday
1085;A NOITE;22;8;2016;monday
1086;A NOITE;22;9;2014;monday
1087;A NOITE;22;10;2012;monday
1088;A NOITE;22;10;2018;monday
1089;A NOITE;22;11;2010;monday
1090;A NOITE;22;12;2008;monday
1091;A NOITE;22;12;2014;monday
1092;A NOITE;23;1;1995;monday
1093;A NOITE;23;1;2006;monday
1094;A NOITE;23;1;2012;monday
1095;A NOITE;23;1;2017;monday
1096;A NOITE;23;2;2015;monday
1097;A NOITE;23;3;1987;monday
1098;A NOITE;23;3;2015;monday
1099;A NOITE;23;4;2012;monday
1100;A NOITE;23;4;2018;monday
1101;A NOITE;23;5;2011;monday
1102;A NOITE;23;5;2016;monday
1103;A NOITE;23;6;2014;monday
1104;A NOITE;23;7;1990;monday
1105;A NOITE;23;7;2012;monday
1106;A NOITE;23;7;2018;monday
1107;A NOITE;23;8;1954;monday
1108;A NOITE;23;9;2013;monday
1109;A NOITE;23;10;1995;monday
1110;A NOITE;23;10;2017;monday
1111;A NOITE;23;11;2015;monday
1112;A NOITE;23;12;2013;monday
1113;A NOITE;24;1;2005;monday
1114;A NOITE;24;1;2011;monday
1115;A NOITE;24;2;1997;monday
1116;A NOITE;24;2;2014;monday
1117;A NOITE;24;3;2014;monday
1118;A NOITE;24;4;2017;monday
1119;A NOITE;24;6;2013;monday
1120;A NOITE;24;6;2019;monday
1121;A NOITE;24;7;1989;monday
1122;A NOITE;24;7;2017;monday
1123;A NOITE;24;8;2015;monday
1124;A NOITE;24;9;2007;monday
1125;A NOITE;24;9;2012;monday
1126;A NOITE;24;9;2018;monday
1127;A NOITE;24;10;2011;monday
1128;A NOITE;24;10;2016;monday
1129;A NOITE;24;11;2014;monday
1130;A NOITE;24;12;2012;monday
1131;A NOITE;24;12;2018;monday
1132;A NOITE;25;1;2010;monday
1133;A NOITE;25;1;2016;monday
1134;A NOITE;25;2;2013;monday
1135;A NOITE;25;2;2019;monday
1136;A NOITE;25;3;2013;monday
1137;A NOITE;25;3;2019;monday
1138;A NOITE;25;4;2011;monday
1139;A NOITE;25;4;2016;monday
1140;A NOITE;25;5;2015;monday
1141;A NOITE;25;6;2012;monday
1142;A NOITE;25;6;2018;monday
1143;A NOITE;25;7;1966;monday
1144;A NOITE;25;7;2011;monday
1145;A NOITE;25;7;2016;monday
1146;A NOITE;25;8;2014;monday
1147;A NOITE;25;9;2017;monday
1148;A NOITE;25;10;1993;monday
1149;A NOITE;25;10;2010;monday
1150;A NOITE;25;11;2013;monday
1151;A NOITE;25;12;2017;monday
1152;A NOITE;26;1;2015;monday
1153;A NOITE;26;2;1917;monday
1154;A NOITE;26;2;2018;monday
1155;A NOITE;26;3;2001;monday
1156;A NOITE;26;3;2012;monday
1157;A NOITE;26;3;2018;monday
1158;A NOITE;26;5;2014;monday
1159;A NOITE;26;6;2017;monday
1160;A NOITE;26;8;2013;monday
1161;A NOITE;26;9;1994;monday
1162;A NOITE;26;9;2011;monday
1163;A NOITE;26;9;2016;monday
1164;A NOITE;26;10;2015;monday
1165;A NOITE;26;11;2007;monday
1166;A NOITE;26;11;2012;monday
1167;A NOITE;26;11;2018;monday
1168;A NOITE;26;12;2011;monday
1169;A NOITE;26;12;2016;monday
1170;A NOITE;27;1;2014;monday
1171;A NOITE;27;2;2012;monday
1172;A NOITE;27;2;2017;monday
1173;A NOITE;27;3;2017;monday
1174;A NOITE;27;4;2015;monday
1175;A NOITE;27;5;2013;monday
1176;A NOITE;27;5;2019;monday
1177;A NOITE;27;6;2011;monday
1178;A NOITE;27;6;2016;monday
1179;A NOITE;27;7;2015;monday
1180;A NOITE;27;8;2012;monday
1181;A NOITE;27;8;2018;monday
1182;A NOITE;27;9;1971;monday
1183;A NOITE;27;10;2008;monday
1184;A NOITE;27;10;2014;monday
1185;A NOITE;27;11;2017;monday
1186;A NOITE;27;12;2010;monday
1187;A NOITE;28;1;1980;monday
1188;A NOITE;28;1;2013;monday
1189;A NOITE;28;1;2019;monday
1190;A NOITE;28;2;2011;monday
1191;A NOITE;28;3;1994;monday
1192;A NOITE;28;3;2011;monday
1193;A NOITE;28;3;2016;monday
1194;A NOITE;28;4;2003;monday
1195;A NOITE;28;4;2014;monday
1196;A NOITE;28;5;1984;monday
1197;A NOITE;28;5;2012;monday
1198;A NOITE;28;5;2018;monday
1199;A NOITE;28;6;1971;monday
1200;A NOITE;28;6;2010;monday
1201;A NOITE;28;7;2014;monday
1202;A NOITE;28;8;2006;monday
1203;A NOITE;28;8;2017;monday
1204;A NOITE;28;9;2015;monday
1205;A NOITE;28;10;2013;monday
1206;A NOITE;28;11;2011;monday
1207;A NOITE;28;11;2016;monday
1208;A NOITE;28;12;1018;monday
1209;A NOITE;28;12;2015;monday
1210;A NOITE;29;1;2018;monday
1211;A NOITE;29;2;2016;monday
1212;A NOITE;29;4;2013;monday
1213;A NOITE;29;4;2019;monday
1214;A NOITE;29;5;2017;monday
1215;A NOITE;29;6;2015;monday
1216;A NOITE;29;7;2013;monday
1217;A NOITE;29;7;2019;monday
1218;A NOITE;29;8;2011;monday
1219;A NOITE;29;8;2016;monday
1220;A NOITE;29;9;2014;monday
1221;A NOITE;29;10;2012;monday
1222;A NOITE;29;10;2018;monday
1223;A NOITE;29;11;1993;monday
1224;A NOITE;29;11;2010;monday
1225;A NOITE;29;12;2014;monday
1226;A NOITE;30;1;1995;monday
1227;A NOITE;30;1;2012;monday
1228;A NOITE;30;1;2017;monday
1229;A NOITE;30;3;2015;monday
1230;A NOITE;30;4;2001;monday
1231;A NOITE;30;4;2012;monday
1232;A NOITE;30;4;2018;monday
1233;A NOITE;30;5;1994;monday
1234;A NOITE;30;5;2011;monday
1235;A NOITE;30;5;2016;monday
1236;A NOITE;30;6;2008;monday
1237;A NOITE;30;6;2014;monday
1238;A NOITE;30;7;2012;monday
1239;A NOITE;30;7;2018;monday
1240;A NOITE;30;9;2013;monday
1241;A NOITE;30;10;2017;monday
1242;A NOITE;30;11;2015;monday
1243;A NOITE;30;12;2013;monday
1244;A NOITE;31;1;2011;monday
1245;A NOITE;31;3;2014;monday
1246;A NOITE;31;7;2017;monday
1247;A NOITE;31;8;1992;monday
1248;A NOITE;31;8;2015;monday
1249;A NOITE;31;10;2011;monday
1250;A NOITE;31;10;2016;monday
1251;A NOITE;31;12;2012;monday
1252;A NOITE;31;12;2018;monday
1253;A NOITE;1;1;2011;saturday
1254;A NOITE;1;2;1992;saturday
1255;A NOITE;1;2;2014;saturday
1256;A NOITE;1;3;2014;saturday
1257;A NOITE;1;4;2017;saturday
1258;A NOITE;1;5;1993;saturday
1259;A NOITE;1;5;2010;saturday
1260;A NOITE;1;6;2013;saturday
1261;A NOITE;1;6;2019;saturday
1262;A NOITE;1;7;2017;saturday
1263;A NOITE;1;8;2015;saturday
1264;A NOITE;1;9;1979;saturday
1265;A NOITE;1;9;2012;saturday
1266;A NOITE;1;9;2018;saturday
1267;A NOITE;1;10;2011;saturday
1268;A NOITE;1;10;2016;saturday
1269;A NOITE;1;11;2014;saturday
1270;A NOITE;1;12;2007;saturday
1271;A NOITE;1;12;2012;saturday
1272;A NOITE;1;12;2018;saturday
1273;A NOITE;2;1;2010;saturday
1274;A NOITE;2;1;2016;saturday
1275;A NOITE;2;2;2013;saturday
1276;A NOITE;2;2;2019;saturday
1277;A NOITE;2;3;2013;saturday
1278;A NOITE;2;3;2019;saturday
1279;A NOITE;2;4;2011;saturday
1280;A NOITE;2;4;2016;saturday
1281;A NOITE;2;5;2015;saturday
1282;A NOITE;2;6;2001;saturday
1283;A NOITE;2;6;2012;saturday
1284;A NOITE;2;6;2018;saturday
1285;A NOITE;2;7;2011;saturday
1286;A NOITE;2;7;2016;saturday
1287;A NOITE;2;8;2003;saturday
1288;A NOITE;2;8;2014;saturday
1289;A NOITE;2;9;1972;saturday
1290;A NOITE;2;9;2017;saturday
1291;A NOITE;2;10;2010;saturday
1292;A NOITE;2;11;2002;saturday
1293;A NOITE;2;11;2013;saturday
1294;A NOITE;2;12;2017;saturday
1295;A NOITE;3;1;2004;saturday
1296;A NOITE;3;1;2015;saturday
1297;A NOITE;3;2;2007;saturday
1298;A NOITE;3;2;2018;saturday
1299;A NOITE;3;3;2012;saturday
1300;A NOITE;3;3;2018;saturday
1301;A NOITE;3;4;2010;saturday
1302;A NOITE;3;5;1997;saturday
1303;A NOITE;3;5;2014;saturday
1304;A NOITE;3;6;1978;saturday
1305;A NOITE;3;6;2006;saturday
1306;A NOITE;3;6;2017;saturday
1307;A NOITE;3;8;2013;saturday
1308;A NOITE;3;9;2011;saturday
1309;A NOITE;3;9;2016;saturday
1310;A NOITE;3;10;2009;saturday
1311;A NOITE;3;10;2015;saturday
1312;A NOITE;3;11;2007;saturday
1313;A NOITE;3;11;2012;saturday
1314;A NOITE;3;11;2018;saturday
1315;A NOITE;3;12;1994;saturday
1316;A NOITE;3;12;2011;saturday
1317;A NOITE;3;12;2016;saturday
1318;A NOITE;4;1;2014;saturday
1319;A NOITE;4;2;2012;saturday
1320;A NOITE;4;2;2017;saturday
1321;A NOITE;4;3;1989;saturday
1322;A NOITE;4;3;2017;saturday
1323;A NOITE;4;4;2015;saturday
1324;A NOITE;4;5;1985;saturday
1325;A NOITE;4;5;2013;saturday
1326;A NOITE;4;5;2019;saturday
1327;A NOITE;4;6;2011;saturday
1328;A NOITE;4;6;2016;saturday
1329;A NOITE;4;7;2015;saturday
1330;A NOITE;4;8;2001;saturday
1331;A NOITE;4;8;2012;saturday
1332;A NOITE;4;8;2018;saturday
1333;A NOITE;4;9;2010;saturday
1334;A NOITE;4;10;2014;saturday
1335;A NOITE;4;11;2017;saturday
1336;A NOITE;4;12;2010;saturday
1337;A NOITE;5;1;2013;saturday
1338;A NOITE;5;1;2019;saturday
1339;A NOITE;5;2;2011;saturday
1340;A NOITE;5;3;2011;saturday
1341;A NOITE;5;3;2016;saturday
1342;A NOITE;5;4;1997;saturday
1343;A NOITE;5;4;2014;saturday
1344;A NOITE;5;5;2001;saturday
1345;A NOITE;5;5;2012;saturday
1346;A NOITE;5;5;2018;saturday
1347;A NOITE;5;6;1982;saturday
1348;A NOITE;5;6;2010;saturday
1349;A NOITE;5;7;2014;saturday
1350;A NOITE;5;8;2017;saturday
1351;A NOITE;5;9;2015;saturday
1352;A NOITE;5;10;2013;saturday
1353;A NOITE;5;11;1977;saturday
1354;A NOITE;5;11;1994;saturday
1355;A NOITE;5;11;2011;saturday
1356;A NOITE;5;11;2016;saturday
1357;A NOITE;5;12;1998;saturday
1358;A NOITE;5;12;2015;saturday
1359;A NOITE;6;1;2018;saturday
1360;A NOITE;6;2;2010;saturday
1361;A NOITE;6;2;2016;saturday
1362;A NOITE;6;3;2010;saturday
1363;A NOITE;6;4;2013;saturday
1364;A NOITE;6;4;2019;saturday
1365;A NOITE;6;5;2017;saturday
1366;A NOITE;6;6;2015;saturday
1367;A NOITE;6;7;1985;saturday
1368;A NOITE;6;7;1991;saturday
1369;A NOITE;6;7;2013;saturday
1370;A NOITE;6;7;2019;saturday
1371;A NOITE;6;8;2011;saturday
1372;A NOITE;6;8;2016;saturday
1373;A NOITE;6;9;2014;saturday
1374;A NOITE;6;10;2012;saturday
1375;A NOITE;6;10;2018;saturday
1376;A NOITE;6;11;1982;saturday
1377;A NOITE;6;11;2010;saturday
1378;A NOITE;6;12;2014;saturday
1379;A NOITE;7;1;1995;saturday
1380;A NOITE;7;1;2012;saturday
1381;A NOITE;7;1;2017;saturday
1382;A NOITE;7;2;2015;saturday
1383;A NOITE;7;3;2015;saturday
1384;A NOITE;7;4;2001;saturday
1385;A NOITE;7;4;2012;saturday
1386;A NOITE;7;4;2018;saturday
1387;A NOITE;7;5;2011;saturday
1388;A NOITE;7;5;2016;saturday
1389;A NOITE;7;6;2014;saturday
1390;A NOITE;7;7;2012;saturday
1391;A NOITE;7;7;2018;saturday
1392;A NOITE;7;9;2013;saturday
1393;A NOITE;7;10;1989;saturday
1394;A NOITE;7;10;2017;saturday
1395;A NOITE;7;11;2015;saturday
1396;A NOITE;7;12;1985;saturday
1397;A NOITE;7;12;2013;saturday
1398;A NOITE;8;1;2011;saturday
1399;A NOITE;8;2;1992;saturday
1400;A NOITE;8;2;2014;saturday
1401;A NOITE;8;3;2014;saturday
1402;A NOITE;8;4;1995;saturday
1403;A NOITE;8;4;2017;saturday
1404;A NOITE;8;5;2010;saturday
1405;A NOITE;8;6;1991;saturday
1406;A NOITE;8;6;2013;saturday
1407;A NOITE;8;6;2019;saturday
1408;A NOITE;8;7;1989;saturday
1409;A NOITE;8;7;2017;saturday
1410;A NOITE;8;8;2009;saturday
1411;A NOITE;8;8;2015;saturday
1412;A NOITE;8;9;2001;saturday
1413;A NOITE;8;9;2012;saturday
1414;A NOITE;8;9;2018;saturday
1415;A NOITE;8;10;2011;saturday
1416;A NOITE;8;10;2016;saturday
1417;A NOITE;8;11;2014;saturday
1418;A NOITE;8;12;1990;saturday
1419;A NOITE;8;12;2012;saturday
1420;A NOITE;8;12;2018;saturday
1421;A NOITE;9;1;2010;saturday
1422;A NOITE;9;1;2016;saturday
1423;A NOITE;9;2;2013;saturday
1424;A NOITE;9;2;2019;saturday
1425;A NOITE;9;3;2013;saturday
1426;A NOITE;9;3;2019;saturday
1427;A NOITE;9;4;1988;saturday
1428;A NOITE;9;4;2011;saturday
1429;A NOITE;9;4;2016;saturday
1430;A NOITE;9;5;1992;saturday
1431;A NOITE;9;5;2015;saturday
1432;A NOITE;9;6;2012;saturday
1433;A NOITE;9;6;2018;saturday
1434;A NOITE;9;7;2011;saturday
1435;A NOITE;9;7;2016;saturday
1436;A NOITE;9;8;2014;saturday
1437;A NOITE;9;9;2017;saturday
1438;A NOITE;9;10;2010;saturday
1439;A NOITE;9;11;2013;saturday
1440;A NOITE;9;12;1995;saturday
1441;A NOITE;9;12;2017;saturday
1442;A NOITE;10;1;2015;saturday
1443;A NOITE;10;2;2018;saturday
1444;A NOITE;10;3;2001;saturday
1445;A NOITE;10;3;2012;saturday
1446;A NOITE;10;3;2018;saturday
1447;A NOITE;10;4;1993;saturday
1448;A NOITE;10;4;2010;saturday
1449;A NOITE;10;5;2008;saturday
1450;A NOITE;10;5;2014;saturday
1451;A NOITE;10;6;2017;saturday
1452;A NOITE;10;8;2013;saturday
1453;A NOITE;10;9;2011;saturday
1454;A NOITE;10;9;2016;saturday
1455;A NOITE;10;10;2015;saturday
1456;A NOITE;10;11;2007;saturday
1457;A NOITE;10;11;2012;saturday
1458;A NOITE;10;11;2018;saturday
1459;A NOITE;10;12;2005;saturday
1460;A NOITE;10;12;2011;saturday
1461;A NOITE;10;12;2016;saturday
1462;A NOITE;11;1;2014;saturday
1463;A NOITE;11;2;1995;saturday
1464;A NOITE;11;2;2012;saturday
1465;A NOITE;11;2;2017;saturday
1466;A NOITE;11;3;1989;saturday
1467;A NOITE;11;3;2017;saturday
1468;A NOITE;11;4;2015;saturday
1469;A NOITE;11;5;1996;saturday
1470;A NOITE;11;5;2013;saturday
1471;A NOITE;11;5;2019;saturday
1472;A NOITE;11;6;1983;saturday
1473;A NOITE;11;6;2011;saturday
1474;A NOITE;11;6;2016;saturday
1475;A NOITE;11;7;2015;saturday
1476;A NOITE;11;8;2001;saturday
1477;A NOITE;11;8;2012;saturday
1478;A NOITE;11;8;2018;saturday
1479;A NOITE;11;10;2014;saturday
1480;A NOITE;11;11;2017;saturday
1481;A NOITE;11;12;1999;saturday
1482;A NOITE;11;12;2010;saturday
1483;A NOITE;12;1;2013;saturday
1484;A NOITE;12;1;2019;saturday
1485;A NOITE;12;2;2011;saturday
1486;A NOITE;12;3;2011;saturday
1487;A NOITE;12;3;2016;saturday
1488;A NOITE;12;4;2014;saturday
1489;A NOITE;12;5;2001;saturday
1490;A NOITE;12;5;2012;saturday
1491;A NOITE;12;5;2018;saturday
1492;A NOITE;12;6;1993;saturday
1493;A NOITE;12;6;2010;saturday
1494;A NOITE;12;7;2014;saturday
1495;A NOITE;12;8;2017;saturday
1496;A NOITE;12;9;2015;saturday
1497;A NOITE;12;10;1996;saturday
1498;A NOITE;12;10;2013;saturday
1499;A NOITE;12;11;1994;saturday
1500;A NOITE;12;11;2011;saturday
1501;A NOITE;12;11;2016;saturday
1502;A NOITE;12;12;2015;saturday
1503;A NOITE;13;1;2001;saturday
1504;A NOITE;13;1;2018;saturday
1505;A NOITE;13;2;2010;saturday
1506;A NOITE;13;2;2016;saturday
1507;A NOITE;13;3;2010;saturday
